,DATE,PROVINCE,REGION,NR_REPORTING,TOTAL_IN,TOTAL_IN_ICU,TOTAL_IN_RESP,TOTAL_IN_ECMO,NEW_IN,NEW_OUT,PROVINCE_NAME
352,2020-04-16,VAN,Flanders,14,817,200,156,4,41,56,Antwerpen
353,2020-04-16,BRU,Brussels,15,822,172,138,17,46,65,Brussels
354,2020-04-16,WHT,Wallonia,14,714,135,106,8,63,54,Hainaut
355,2020-04-16,VLI,Flanders,7,411,91,68,1,35,46,Limburg
356,2020-04-16,WLG,Wallonia,12,519,142,108,2,19,39,Liège
357,2020-04-16,WLX,Wallonia,3,99,20,18,1,7,6,Luxembourg
358,2020-04-16,WNA,Wallonia,6,193,46,28,3,17,7,Namur
359,2020-04-16,VOV,Flanders,14,651,156,107,2,40,49,OostVlaanderen
360,2020-04-16,VBR,Flanders,6,272,60,40,3,21,34,VlaamsBrabant
361,2020-04-16,WBR,Wallonia,2,65,14,10,0,2,5,BrabantWallon
362,2020-04-16,VWV,Flanders,11,618,114,67,1,22,36,WestVlaanderen
363,2020-04-17,VAN,Flanders,14,804,193,153,4,51,56,Antwerpen
364,2020-04-17,BRU,Brussels,15,824,174,130,17,47,53,Brussels
365,2020-04-17,WHT,Wallonia,14,734,128,94,11,48,50,Hainaut
366,2020-04-17,VLI,Flanders,7,392,92,68,1,31,44,Limburg
367,2020-04-17,WLG,Wallonia,12,501,135,100,2,26,44,Liège
368,2020-04-17,WLX,Wallonia,3,96,22,19,1,4,5,Luxembourg
369,2020-04-17,WNA,Wallonia,6,182,42,28,4,10,14,Namur
370,2020-04-17,VOV,Flanders,14,625,144,99,4,32,50,OostVlaanderen
371,2020-04-17,VBR,Flanders,6,263,59,36,4,21,21,VlaamsBrabant
372,2020-04-17,WBR,Wallonia,2,57,14,13,0,2,9,BrabantWallon
373,2020-04-17,VWV,Flanders,11,610,116,69,0,34,46,WestVlaanderen
374,2020-04-18,VAN,Flanders,14,776,188,151,4,24,57,Antwerpen
375,2020-04-18,BRU,Brussels,15,810,175,131,15,38,53,Brussels
376,2020-04-18,WHT,Wallonia,14,701,126,92,7,42,57,Hainaut
377,2020-04-18,VLI,Flanders,7,381,88,63,1,41,41,Limburg
378,2020-04-18,WLG,Wallonia,12,490,128,90,2,37,44,Liège
379,2020-04-18,WLX,Wallonia,3,92,21,18,0,7,12,Luxembourg
380,2020-04-18,WNA,Wallonia,6,173,43,28,3,7,8,Namur
381,2020-04-18,VOV,Flanders,14,587,130,95,3,35,61,OostVlaanderen
382,2020-04-18,VBR,Flanders,6,244,58,32,3,13,25,VlaamsBrabant
383,2020-04-18,WBR,Wallonia,2,51,11,10,0,0,3,BrabantWallon
384,2020-04-18,VWV,Flanders,11,584,113,71,2,21,49,WestVlaanderen
385,2020-04-19,VAN,Flanders,14,793,184,148,4,33,18,Antwerpen
386,2020-04-19,BRU,Brussels,15,798,175,128,15,36,33,Brussels
387,2020-04-19,WHT,Wallonia,14,695,121,91,8,30,14,Hainaut
388,2020-04-19,VLI,Flanders,7,381,86,65,1,27,17,Limburg
389,2020-04-19,WLG,Wallonia,12,504,128,91,2,25,10,Liège
390,2020-04-19,WLX,Wallonia,3,94,22,18,0,3,1,Luxembourg
391,2020-04-19,WNA,Wallonia,6,180,41,25,4,9,1,Namur
392,2020-04-19,VOV,Flanders,14,603,137,91,2,27,11,OostVlaanderen
393,2020-04-19,VBR,Flanders,6,255,57,32,2,13,8,VlaamsBrabant
394,2020-04-19,WBR,Wallonia,2,51,12,9,0,2,1,BrabantWallon
395,2020-04-19,VWV,Flanders,11,586,108,62,1,22,23,WestVlaanderen
396,2020-04-20,VAN,Flanders,14,789,176,144,5,30,28,Antwerpen
397,2020-04-20,BRU,Brussels,15,802,183,133,16,18,16,Brussels
398,2020-04-20,WHT,Wallonia,14,721,121,95,9,46,15,Hainaut
399,2020-04-20,VLI,Flanders,7,376,84,66,1,12,13,Limburg
400,2020-04-20,WLG,Wallonia,12,502,128,96,2,12,14,Liège
401,2020-04-20,WLX,Wallonia,3,93,23,15,0,1,1,Luxembourg
402,2020-04-20,WNA,Wallonia,6,195,43,26,4,17,1,Namur
403,2020-04-20,VOV,Flanders,14,617,143,95,2,20,6,OostVlaanderen
404,2020-04-20,VBR,Flanders,6,248,56,30,2,6,5,VlaamsBrabant
405,2020-04-20,WBR,Wallonia,2,50,12,9,0,0,0,BrabantWallon
406,2020-04-20,VWV,Flanders,11,603,110,68,1,22,8,WestVlaanderen
407,2020-04-21,VAN,Flanders,14,747,170,133,4,38,73,Antwerpen
408,2020-04-21,BRU,Brussels,15,747,168,128,15,27,74,Brussels
409,2020-04-21,WHT,Wallonia,14,693,116,87,9,53,66,Hainaut
410,2020-04-21,VLI,Flanders,7,360,77,60,1,22,30,Limburg
411,2020-04-21,WLG,Wallonia,12,483,121,93,2,31,37,Liège
412,2020-04-21,WLX,Wallonia,3,91,19,14,0,7,7,Luxembourg
413,2020-04-21,WNA,Wallonia,6,184,39,25,4,8,17,Namur
414,2020-04-21,VOV,Flanders,14,597,136,91,2,28,55,OostVlaanderen
415,2020-04-21,VBR,Flanders,6,242,56,29,4,17,17,VlaamsBrabant
416,2020-04-21,WBR,Wallonia,2,47,13,10,0,3,6,BrabantWallon
417,2020-04-21,VWV,Flanders,11,574,105,63,1,28,47,WestVlaanderen
418,2020-04-22,VAN,Flanders,14,702,164,128,4,24,65,Antwerpen
419,2020-04-22,BRU,Brussels,15,723,170,128,17,44,56,Brussels
420,2020-04-22,WHT,Wallonia,14,676,113,77,8,49,52,Hainaut
421,2020-04-22,VLI,Flanders,7,341,79,62,1,14,25,Limburg
422,2020-04-22,WLG,Wallonia,12,466,118,90,2,23,40,Liège
423,2020-04-22,WLX,Wallonia,3,83,18,14,0,3,9,Luxembourg
424,2020-04-22,WNA,Wallonia,6,181,42,25,4,14,12,Namur
425,2020-04-22,VOV,Flanders,14,542,135,84,1,20,47,OostVlaanderen
426,2020-04-22,VBR,Flanders,6,220,51,30,5,7,16,VlaamsBrabant
427,2020-04-22,WBR,Wallonia,2,39,12,9,0,0,7,BrabantWallon
428,2020-04-22,VWV,Flanders,11,554,91,56,1,18,35,WestVlaanderen
429,2020-04-23,VAN,Flanders,14,681,163,129,5,29,48,Antwerpen
430,2020-04-23,BRU,Brussels,15,716,165,121,17,36,40,Brussels
431,2020-04-23,WHT,Wallonia,14,653,115,77,8,34,34,Hainaut
432,2020-04-23,VLI,Flanders,7,318,74,59,1,12,25,Limburg
433,2020-04-23,WLG,Wallonia,12,435,109,77,0,21,45,Liège
434,2020-04-23,WLX,Wallonia,3,80,17,12,0,7,10,Luxembourg
435,2020-04-23,WNA,Wallonia,6,168,43,26,4,5,14,Namur
436,2020-04-23,VOV,Flanders,14,522,132,79,1,19,38,OostVlaanderen
437,2020-04-23,VBR,Flanders,6,210,49,32,7,9,18,VlaamsBrabant
438,2020-04-23,WBR,Wallonia,2,35,12,9,0,3,6,BrabantWallon
439,2020-04-23,VWV,Flanders,11,535,91,60,1,29,44,WestVlaanderen
440,2020-04-24,VAN,Flanders,14,650,154,116,5,34,51,Antwerpen
441,2020-04-24,BRU,Brussels,15,706,165,113,17,36,48,Brussels
442,2020-04-24,WHT,Wallonia,14,648,103,74,11,41,33,Hainaut
443,2020-04-24,VLI,Flanders,7,315,76,53,1,22,26,Limburg
444,2020-04-24,WLG,Wallonia,12,418,102,75,0,24,34,Liège
445,2020-04-24,WLX,Wallonia,3,74,16,12,0,2,6,Luxembourg
446,2020-04-24,WNA,Wallonia,6,152,37,22,4,4,16,Namur
447,2020-04-24,VOV,Flanders,14,481,130,77,1,17,38,OostVlaanderen
448,2020-04-24,VBR,Flanders,6,206,52,29,6,14,15,VlaamsBrabant
449,2020-04-24,WBR,Wallonia,2,35,11,9,0,2,1,BrabantWallon
450,2020-04-24,VWV,Flanders,11,510,88,55,1,25,42,WestVlaanderen
451,2020-04-25,VAN,Flanders,14,621,154,111,4,36,63,Antwerpen
452,2020-04-25,BRU,Brussels,15,667,158,109,15,30,53,Brussels
453,2020-04-25,WHT,Wallonia,14,583,94,72,9,27,64,Hainaut
454,2020-04-25,VLI,Flanders,7,311,76,45,2,28,28,Limburg
455,2020-04-25,WLG,Wallonia,12,384,101,80,0,4,26,Liège
456,2020-04-25,WLX,Wallonia,3,69,13,12,0,4,11,Luxembourg
457,2020-04-25,WNA,Wallonia,6,142,35,23,5,7,17,Namur
458,2020-04-25,VOV,Flanders,14,463,124,74,0,29,41,OostVlaanderen
459,2020-04-25,VBR,Flanders,6,200,50,30,7,16,18,VlaamsBrabant
460,2020-04-25,WBR,Wallonia,2,37,10,7,0,4,2,BrabantWallon
461,2020-04-25,VWV,Flanders,11,480,86,57,1,18,46,WestVlaanderen
462,2020-04-26,VAN,Flanders,14,607,157,109,4,15,24,Antwerpen
463,2020-04-26,BRU,Brussels,15,671,156,108,15,26,12,Brussels
464,2020-04-26,WHT,Wallonia,14,593,98,70,9,22,13,Hainaut
465,2020-04-26,VLI,Flanders,7,308,79,49,2,16,15,Limburg
466,2020-04-26,WLG,Wallonia,12,394,103,73,1,11,3,Liège
467,2020-04-26,WLX,Wallonia,3,70,15,10,0,2,2,Luxembourg
468,2020-04-26,WNA,Wallonia,6,144,32,22,6,7,2,Namur
469,2020-04-26,VOV,Flanders,14,462,121,70,0,17,10,OostVlaanderen
470,2020-04-26,VBR,Flanders,6,198,48,27,7,4,4,VlaamsBrabant
471,2020-04-26,WBR,Wallonia,2,38,11,6,0,1,0,BrabantWallon
472,2020-04-26,VWV,Flanders,11,483,83,56,1,9,13,WestVlaanderen
473,2020-04-27,VAN,Flanders,14,606,145,102,4,27,14,Antwerpen
474,2020-04-27,BRU,Brussels,15,679,157,109,15,24,10,Brussels
475,2020-04-27,WHT,Wallonia,14,599,92,65,7,23,8,Hainaut
476,2020-04-27,VLI,Flanders,7,312,79,45,2,7,5,Limburg
477,2020-04-27,WLG,Wallonia,12,397,96,62,1,11,12,Liège
478,2020-04-27,WLX,Wallonia,3,72,14,10,0,3,1,Luxembourg
479,2020-04-27,WNA,Wallonia,6,144,31,21,4,6,2,Namur
480,2020-04-27,VOV,Flanders,14,466,125,66,0,12,4,OostVlaanderen
481,2020-04-27,VBR,Flanders,6,189,40,22,7,5,2,VlaamsBrabant
482,2020-04-27,WBR,Wallonia,2,38,13,11,0,0,0,BrabantWallon
483,2020-04-27,VWV,Flanders,11,474,84,53,1,11,6,WestVlaanderen
484,2020-04-28,VAN,Flanders,14,603,135,98,4,27,57,Antwerpen
485,2020-04-28,BRU,Brussels,15,651,147,105,14,25,43,Brussels
486,2020-04-28,WHT,Wallonia,14,543,83,59,7,20,66,Hainaut
487,2020-04-28,VLI,Flanders,7,295,72,46,3,14,16,Limburg
488,2020-04-28,WLG,Wallonia,12,364,85,56,1,19,37,Liège
489,2020-04-28,WLX,Wallonia,3,64,12,9,0,0,5,Luxembourg
490,2020-04-28,WNA,Wallonia,6,134,27,20,4,13,16,Namur
491,2020-04-28,VOV,Flanders,14,424,111,62,0,14,40,OostVlaanderen
492,2020-04-28,VBR,Flanders,6,176,35,20,7,13,20,VlaamsBrabant
493,2020-04-28,WBR,Wallonia,2,36,12,10,0,0,3,BrabantWallon
494,2020-04-28,VWV,Flanders,11,443,78,49,3,20,40,WestVlaanderen
495,2020-04-29,VAN,Flanders,14,585,134,94,5,25,49,Antwerpen
496,2020-04-29,BRU,Brussels,15,648,143,103,14,26,28,Brussels
497,2020-04-29,WHT,Wallonia,14,529,80,58,7,29,42,Hainaut
498,2020-04-29,VLI,Flanders,7,287,67,43,3,26,30,Limburg
499,2020-04-29,WLG,Wallonia,12,324,81,53,1,14,28,Liège
500,2020-04-29,WLX,Wallonia,3,67,11,7,0,6,3,Luxembourg
501,2020-04-29,WNA,Wallonia,6,130,25,18,5,6,11,Namur
502,2020-04-29,VOV,Flanders,14,401,106,57,0,21,47,OostVlaanderen
503,2020-04-29,VBR,Flanders,6,170,30,23,7,10,14,VlaamsBrabant
504,2020-04-29,WBR,Wallonia,2,37,12,11,0,2,4,BrabantWallon
505,2020-04-29,VWV,Flanders,11,431,80,50,3,20,39,WestVlaanderen
506,2020-04-30,VAN,Flanders,14,544,128,88,5,23,52,Antwerpen
507,2020-04-30,BRU,Brussels,15,615,140,99,16,30,50,Brussels
508,2020-04-30,WHT,Wallonia,14,509,84,57,6,24,38,Hainaut
509,2020-04-30,VLI,Flanders,7,272,59,40,3,17,23,Limburg
510,2020-04-30,WLG,Wallonia,12,302,79,51,1,17,21,Liège
511,2020-04-30,WLX,Wallonia,3,62,11,6,0,1,7,Luxembourg
512,2020-04-30,WNA,Wallonia,6,128,26,18,5,9,9,Namur
513,2020-04-30,VOV,Flanders,14,369,101,56,0,8,39,OostVlaanderen
514,2020-04-30,VBR,Flanders,6,153,30,22,6,7,21,VlaamsBrabant
515,2020-04-30,WBR,Wallonia,2,35,11,10,0,3,2,BrabantWallon
516,2020-04-30,VWV,Flanders,11,397,80,44,1,14,57,WestVlaanderen
517,2020-05-01,VAN,Flanders,14,524,124,84,5,20,64,Antwerpen
518,2020-05-01,BRU,Brussels,15,574,129,94,15,15,41,Brussels
519,2020-05-01,WHT,Wallonia,14,429,68,51,7,14,58,Hainaut
520,2020-05-01,VLI,Flanders,7,255,57,33,3,21,27,Limburg
521,2020-05-01,WLG,Wallonia,12,273,66,47,1,12,30,Liège
522,2020-05-01,WLX,Wallonia,3,54,11,6,0,1,6,Luxembourg
523,2020-05-01,WNA,Wallonia,6,115,26,17,2,7,16,Namur
524,2020-05-01,VOV,Flanders,14,344,94,54,0,20,30,OostVlaanderen
525,2020-05-01,VBR,Flanders,6,136,30,17,5,8,13,VlaamsBrabant
526,2020-05-01,WBR,Wallonia,2,35,11,9,0,3,4,BrabantWallon
527,2020-05-01,VWV,Flanders,11,370,74,40,3,13,41,WestVlaanderen
528,2020-05-02,VAN,Flanders,14,525,126,77,5,23,24,Antwerpen
529,2020-05-02,BRU,Brussels,15,558,124,92,14,6,17,Brussels
530,2020-05-02,WHT,Wallonia,14,425,73,51,6,12,10,Hainaut
531,2020-05-02,VLI,Flanders,7,252,61,32,3,7,5,Limburg
532,2020-05-02,WLG,Wallonia,12,276,69,42,0,12,10,Liège
533,2020-05-02,WLX,Wallonia,3,55,11,7,0,1,0,Luxembourg
534,2020-05-02,WNA,Wallonia,6,115,24,16,4,4,5,Namur
535,2020-05-02,VOV,Flanders,14,349,86,44,2,13,8,OostVlaanderen
536,2020-05-02,VBR,Flanders,6,139,28,19,5,0,4,VlaamsBrabant
537,2020-05-02,WBR,Wallonia,2,34,10,7,0,0,0,BrabantWallon
538,2020-05-02,VWV,Flanders,11,352,72,39,3,4,17,WestVlaanderen
539,2020-05-03,VAN,Flanders,14,530,119,76,5,16,15,Antwerpen
540,2020-05-03,BRU,Brussels,15,540,120,82,14,8,16,Brussels
541,2020-05-03,WHT,Wallonia,14,428,74,50,7,8,6,Hainaut
542,2020-05-03,VLI,Flanders,7,253,57,32,3,11,2,Limburg
543,2020-05-03,WLG,Wallonia,12,269,65,40,0,3,11,Liège
544,2020-05-03,WLX,Wallonia,3,55,11,6,0,0,0,Luxembourg
545,2020-05-03,WNA,Wallonia,6,113,24,14,4,1,1,Namur
546,2020-05-03,VOV,Flanders,14,333,79,40,2,2,8,OostVlaanderen
547,2020-05-03,VBR,Flanders,6,140,28,18,5,4,2,VlaamsBrabant
548,2020-05-03,WBR,Wallonia,2,32,10,5,0,0,1,BrabantWallon
549,2020-05-03,VWV,Flanders,11,351,68,38,1,9,8,WestVlaanderen
550,2020-05-04,VAN,Flanders,14,534,118,71,4,22,17,Antwerpen
551,2020-05-04,BRU,Brussels,15,542,121,80,12,18,7,Brussels
552,2020-05-04,WHT,Wallonia,14,431,70,50,5,12,11,Hainaut
553,2020-05-04,VLI,Flanders,7,260,57,30,3,5,3,Limburg
554,2020-05-04,WLG,Wallonia,12,262,63,43,1,1,9,Liège
555,2020-05-04,WLX,Wallonia,3,51,11,6,0,0,1,Luxembourg
556,2020-05-04,WNA,Wallonia,6,121,23,14,4,6,2,Namur
557,2020-05-04,VOV,Flanders,14,346,74,38,2,14,8,OostVlaanderen
558,2020-05-04,VBR,Flanders,6,141,28,15,4,5,1,VlaamsBrabant
559,2020-05-04,WBR,Wallonia,2,39,11,5,0,1,0,BrabantWallon
560,2020-05-04,VWV,Flanders,11,353,70,35,0,8,2,WestVlaanderen
561,2020-05-05,VAN,Flanders,14,519,101,70,4,15,36,Antwerpen
562,2020-05-05,BRU,Brussels,15,502,109,77,14,18,46,Brussels
563,2020-05-05,WHT,Wallonia,14,389,60,47,5,28,58,Hainaut
564,2020-05-05,VLI,Flanders,7,251,53,29,3,24,23,Limburg
565,2020-05-05,WLG,Wallonia,12,229,59,33,1,4,33,Liège
566,2020-05-05,WLX,Wallonia,3,49,7,5,0,3,4,Luxembourg
567,2020-05-05,WNA,Wallonia,6,109,20,13,4,6,23,Namur
568,2020-05-05,VOV,Flanders,14,320,73,36,2,8,29,OostVlaanderen
569,2020-05-05,VBR,Flanders,6,132,27,17,5,6,13,VlaamsBrabant
570,2020-05-05,WBR,Wallonia,2,29,9,5,0,1,6,BrabantWallon
571,2020-05-05,VWV,Flanders,11,339,64,35,0,10,29,WestVlaanderen
572,2020-05-06,VAN,Flanders,14,532,98,67,4,30,26,Antwerpen
573,2020-05-06,BRU,Brussels,15,486,102,76,12,16,38,Brussels
574,2020-05-06,WHT,Wallonia,14,366,54,44,5,12,33,Hainaut
575,2020-05-06,VLI,Flanders,7,226,53,28,2,9,27,Limburg
576,2020-05-06,WLG,Wallonia,12,201,53,33,1,10,29,Liège
577,2020-05-06,WLX,Wallonia,3,45,7,5,0,0,4,Luxembourg
578,2020-05-06,WNA,Wallonia,6,104,20,14,3,2,5,Namur
579,2020-05-06,VOV,Flanders,14,293,68,39,2,7,21,OostVlaanderen
580,2020-05-06,VBR,Flanders,6,115,24,15,5,7,15,VlaamsBrabant
581,2020-05-06,WBR,Wallonia,2,27,7,5,0,2,5,BrabantWallon
582,2020-05-06,VWV,Flanders,11,304,56,33,1,6,40,WestVlaanderen
583,2020-05-07,VAN,Flanders,14,520,92,66,2,25,41,Antwerpen
584,2020-05-07,BRU,Brussels,15,452,94,68,12,18,51,Brussels
585,2020-05-07,WHT,Wallonia,14,344,50,39,6,21,33,Hainaut
586,2020-05-07,VLI,Flanders,7,218,50,30,2,8,17,Limburg
587,2020-05-07,WLG,Wallonia,12,190,54,31,1,8,18,Liège
588,2020-05-07,WLX,Wallonia,3,44,5,5,0,1,3,Luxembourg
589,2020-05-07,WNA,Wallonia,6,101,19,12,3,7,6,Namur
590,2020-05-07,VOV,Flanders,14,263,60,37,2,12,32,OostVlaanderen
591,2020-05-07,VBR,Flanders,6,109,24,15,4,6,2,VlaamsBrabant
592,2020-05-07,WBR,Wallonia,2,27,6,5,0,0,1,BrabantWallon
593,2020-05-07,VWV,Flanders,11,287,54,31,2,16,26,WestVlaanderen
594,2020-05-08,VAN,Flanders,14,459,88,60,2,15,62,Antwerpen
595,2020-05-08,BRU,Brussels,15,436,92,69,11,13,28,Brussels
596,2020-05-08,WHT,Wallonia,14,329,50,36,6,14,12,Hainaut
597,2020-05-08,VLI,Flanders,7,201,48,29,2,9,25,Limburg
598,2020-05-08,WLG,Wallonia,12,184,52,30,1,8,22,Liège
599,2020-05-08,WLX,Wallonia,3,39,6,5,0,0,5,Luxembourg
600,2020-05-08,WNA,Wallonia,6,94,18,12,3,4,8,Namur
601,2020-05-08,VOV,Flanders,14,245,60,33,2,5,16,OostVlaanderen
602,2020-05-08,VBR,Flanders,6,104,26,14,4,3,9,VlaamsBrabant
603,2020-05-08,WBR,Wallonia,2,23,7,5,0,0,3,BrabantWallon
604,2020-05-08,VWV,Flanders,11,267,55,35,1,8,25,WestVlaanderen
605,2020-05-09,VAN,Flanders,14,407,85,57,2,11,52,Antwerpen
606,2020-05-09,BRU,Brussels,15,433,94,61,10,16,32,Brussels
607,2020-05-09,WHT,Wallonia,14,298,47,32,6,8,33,Hainaut
608,2020-05-09,VLI,Flanders,7,176,42,23,2,10,25,Limburg
609,2020-05-09,WLG,Wallonia,12,171,46,30,1,5,17,Liège
610,2020-05-09,WLX,Wallonia,3,36,6,4,0,3,6,Luxembourg
611,2020-05-09,WNA,Wallonia,6,94,19,12,3,2,8,Namur
612,2020-05-09,VOV,Flanders,14,236,52,29,2,8,21,OostVlaanderen
613,2020-05-09,VBR,Flanders,6,99,25,14,4,7,13,VlaamsBrabant
614,2020-05-09,WBR,Wallonia,2,23,7,3,0,2,1,BrabantWallon
615,2020-05-09,VWV,Flanders,11,249,52,30,3,13,29,WestVlaanderen
616,2020-05-10,VAN,Flanders,14,409,86,55,1,8,15,Antwerpen
617,2020-05-10,BRU,Brussels,15,429,91,59,10,10,6,Brussels
618,2020-05-10,WHT,Wallonia,14,300,50,36,5,13,8,Hainaut
619,2020-05-10,VLI,Flanders,7,172,43,25,2,3,6,Limburg
620,2020-05-10,WLG,Wallonia,12,169,50,29,1,6,7,Liège
621,2020-05-10,WLX,Wallonia,3,34,5,4,0,0,2,Luxembourg
622,2020-05-10,WNA,Wallonia,6,95,19,11,3,3,1,Namur
623,2020-05-10,VOV,Flanders,14,238,52,29,2,10,2,OostVlaanderen
624,2020-05-10,VBR,Flanders,6,100,23,14,4,3,3,VlaamsBrabant
625,2020-05-10,WBR,Wallonia,2,25,7,3,0,2,0,BrabantWallon
626,2020-05-10,VWV,Flanders,11,251,51,31,3,4,5,WestVlaanderen
627,2020-05-11,VAN,Flanders,14,418,88,57,2,12,6,Antwerpen
628,2020-05-11,BRU,Brussels,15,416,89,59,11,9,10,Brussels
629,2020-05-11,WHT,Wallonia,14,307,47,33,5,2,4,Hainaut
630,2020-05-11,VLI,Flanders,7,176,41,19,2,10,4,Limburg
631,2020-05-11,WLG,Wallonia,12,181,49,27,0,3,3,Liège
632,2020-05-11,WLX,Wallonia,3,34,5,4,0,0,0,Luxembourg
633,2020-05-11,WNA,Wallonia,6,94,19,9,3,2,1,Namur
634,2020-05-11,VOV,Flanders,14,225,50,29,2,0,5,OostVlaanderen
635,2020-05-11,VBR,Flanders,6,97,21,12,4,3,2,VlaamsBrabant
636,2020-05-11,WBR,Wallonia,2,26,7,2,0,1,0,BrabantWallon
637,2020-05-11,VWV,Flanders,11,256,49,31,3,6,1,WestVlaanderen
638,2020-05-12,VAN,Flanders,14,400,81,60,2,17,28,Antwerpen
639,2020-05-12,BRU,Brussels,15,373,83,58,9,9,48,Brussels
640,2020-05-12,WHT,Wallonia,14,281,44,28,5,12,39,Hainaut
641,2020-05-12,VLI,Flanders,7,164,36,19,2,4,17,Limburg
642,2020-05-12,WLG,Wallonia,12,173,41,25,0,8,12,Liège
643,2020-05-12,WLX,Wallonia,3,34,4,3,0,1,0,Luxembourg
644,2020-05-12,WNA,Wallonia,6,90,16,10,3,2,10,Namur
645,2020-05-12,VOV,Flanders,14,211,50,26,2,9,24,OostVlaanderen
646,2020-05-12,VBR,Flanders,6,88,20,12,4,3,8,VlaamsBrabant
647,2020-05-12,WBR,Wallonia,2,25,7,2,0,1,1,BrabantWallon
648,2020-05-12,VWV,Flanders,11,246,45,27,3,8,18,WestVlaanderen
649,2020-05-13,VAN,Flanders,14,381,77,47,1,14,39,Antwerpen
650,2020-05-13,BRU,Brussels,15,360,78,49,9,10,22,Brussels
651,2020-05-13,WHT,Wallonia,14,265,40,29,4,14,25,Hainaut
652,2020-05-13,VLI,Flanders,7,146,35,18,2,6,19,Limburg
653,2020-05-13,WLG,Wallonia,12,162,41,22,0,7,12,Liège
654,2020-05-13,WLX,Wallonia,3,34,4,3,0,2,1,Luxembourg
655,2020-05-13,WNA,Wallonia,6,81,14,8,3,5,3,Namur
656,2020-05-13,VOV,Flanders,14,204,48,25,2,8,16,OostVlaanderen
657,2020-05-13,VBR,Flanders,6,71,18,12,4,4,14,VlaamsBrabant
658,2020-05-13,WBR,Wallonia,2,17,6,2,0,0,7,BrabantWallon
659,2020-05-13,VWV,Flanders,11,245,46,24,3,13,30,WestVlaanderen
660,2020-05-14,VAN,Flanders,14,354,68,49,1,9,36,Antwerpen
661,2020-05-14,BRU,Brussels,15,330,71,46,6,5,37,Brussels
662,2020-05-14,WHT,Wallonia,14,252,41,30,4,12,31,Hainaut
663,2020-05-14,VLI,Flanders,7,134,30,16,1,3,14,Limburg
664,2020-05-14,WLG,Wallonia,12,158,39,20,1,5,14,Liège
665,2020-05-14,WLX,Wallonia,3,34,3,3,0,2,1,Luxembourg
666,2020-05-14,WNA,Wallonia,6,86,15,8,3,4,3,Namur
667,2020-05-14,VOV,Flanders,14,184,47,21,2,8,20,OostVlaanderen
668,2020-05-14,VBR,Flanders,6,69,18,11,3,1,9,VlaamsBrabant
669,2020-05-14,WBR,Wallonia,2,17,4,2,0,0,2,BrabantWallon
670,2020-05-14,VWV,Flanders,11,244,44,25,3,17,26,WestVlaanderen
671,2020-05-15,VAN,Flanders,14,337,66,43,0,10,29,Antwerpen
672,2020-05-15,BRU,Brussels,15,298,66,45,7,14,23,Brussels
673,2020-05-15,WHT,Wallonia,14,236,38,22,2,7,24,Hainaut
674,2020-05-15,VLI,Flanders,7,125,28,15,1,6,14,Limburg
675,2020-05-15,WLG,Wallonia,12,141,37,22,1,5,16,Liège
676,2020-05-15,WLX,Wallonia,3,31,3,3,0,1,4,Luxembourg
677,2020-05-15,WNA,Wallonia,6,82,16,11,3,2,11,Namur
678,2020-05-15,VOV,Flanders,14,173,46,20,2,4,14,OostVlaanderen
679,2020-05-15,VBR,Flanders,6,74,17,10,3,3,5,VlaamsBrabant
680,2020-05-15,WBR,Wallonia,2,17,4,2,0,1,2,BrabantWallon
681,2020-05-15,VWV,Flanders,11,236,43,26,3,12,22,WestVlaanderen
682,2020-05-16,VAN,Flanders,14,298,61,41,0,11,44,Antwerpen
683,2020-05-16,BRU,Brussels,15,301,64,42,5,12,27,Brussels
684,2020-05-16,WHT,Wallonia,14,220,37,22,2,11,26,Hainaut
685,2020-05-16,VLI,Flanders,7,116,28,14,1,4,13,Limburg
686,2020-05-16,WLG,Wallonia,12,138,34,19,1,10,13,Liège
687,2020-05-16,WLX,Wallonia,3,29,4,3,0,1,2,Luxembourg
688,2020-05-16,WNA,Wallonia,6,79,14,7,3,2,7,Namur
689,2020-05-16,VOV,Flanders,14,157,42,17,1,3,24,OostVlaanderen
690,2020-05-16,VBR,Flanders,6,54,15,9,3,2,6,VlaamsBrabant
691,2020-05-16,WBR,Wallonia,2,14,4,3,0,0,3,BrabantWallon
692,2020-05-16,VWV,Flanders,11,219,42,21,3,6,16,WestVlaanderen
693,2020-05-17,VAN,Flanders,14,296,67,38,0,4,4,Antwerpen
694,2020-05-17,BRU,Brussels,15,288,64,41,5,3,6,Brussels
695,2020-05-17,WHT,Wallonia,14,227,37,22,2,6,1,Hainaut
696,2020-05-17,VLI,Flanders,7,118,25,13,1,6,1,Limburg
697,2020-05-17,WLG,Wallonia,12,136,35,18,1,2,0,Liège
698,2020-05-17,WLX,Wallonia,3,30,3,3,0,1,0,Luxembourg
699,2020-05-17,WNA,Wallonia,6,72,14,7,3,1,6,Namur
700,2020-05-17,VOV,Flanders,14,154,38,16,1,9,5,OostVlaanderen
701,2020-05-17,VBR,Flanders,6,54,14,9,3,2,1,VlaamsBrabant
702,2020-05-17,WBR,Wallonia,2,16,4,2,0,0,0,BrabantWallon
703,2020-05-17,VWV,Flanders,11,223,41,21,1,11,3,WestVlaanderen
704,2020-05-18,VAN,Flanders,14,296,68,41,0,7,2,Antwerpen
705,2020-05-18,BRU,Brussels,15,281,66,42,6,12,16,Brussels
