,DATE,PROVINCE,REGION,AGEGROUP,SEX,CASES,PROVINCE_NAME
437,2020-03-11,VAN,Flanders,50-59,F,3,Antwerpen
438,2020-03-11,VAN,Flanders,60-69,M,1,Antwerpen
439,2020-03-11,VAN,Flanders,60-69,F,1,Antwerpen
440,2020-03-11,VAN,Flanders,70-79,M,1,Antwerpen
441,2020-03-11,VAN,Flanders,70-79,F,1,Antwerpen
442,2020-03-11,VAN,Flanders,80-89,M,1,Antwerpen
443,2020-03-11,WBR,Wallonia,30-39,M,1,BrabantWallon
444,2020-03-11,WBR,Wallonia,40-49,M,1,BrabantWallon
445,2020-03-11,BRU,Brussels,10-19,M,1,Brussels
446,2020-03-11,BRU,Brussels,10-19,F,1,Brussels
447,2020-03-11,BRU,Brussels,20-29,F,2,Brussels
448,2020-03-11,BRU,Brussels,30-39,M,2,Brussels
449,2020-03-11,BRU,Brussels,30-39,F,3,Brussels
450,2020-03-11,BRU,Brussels,40-49,M,1,Brussels
451,2020-03-11,BRU,Brussels,50-59,M,1,Brussels
452,2020-03-11,BRU,Brussels,50-59,F,1,Brussels
453,2020-03-11,BRU,Brussels,60-69,F,1,Brussels
454,2020-03-11,BRU,Brussels,70-79,F,1,Brussels
455,2020-03-11,BRU,Brussels,90+,M,2,Brussels
456,2020-03-11,BRU,Brussels,90+,F,3,Brussels
457,2020-03-11,WHT,Wallonia,10-19,F,1,Hainaut
458,2020-03-11,WHT,Wallonia,20-29,M,1,Hainaut
459,2020-03-11,WHT,Wallonia,20-29,F,1,Hainaut
460,2020-03-11,WHT,Wallonia,40-49,M,2,Hainaut
461,2020-03-11,WHT,Wallonia,40-49,F,1,Hainaut
462,2020-03-11,WHT,Wallonia,50-59,M,2,Hainaut
463,2020-03-11,WHT,Wallonia,50-59,F,3,Hainaut
464,2020-03-11,WHT,Wallonia,60-69,M,1,Hainaut
465,2020-03-11,WHT,Wallonia,80-89,F,1,Hainaut
466,2020-03-11,WLG,Wallonia,10-19,M,1,Liège
467,2020-03-11,WLG,Wallonia,20-29,M,4,Liège
468,2020-03-11,WLG,Wallonia,20-29,F,1,Liège
469,2020-03-11,WLG,Wallonia,30-39,M,3,Liège
470,2020-03-11,WLG,Wallonia,30-39,F,2,Liège
471,2020-03-11,WLG,Wallonia,40-49,M,3,Liège
472,2020-03-11,WLG,Wallonia,40-49,F,1,Liège
473,2020-03-11,WLG,Wallonia,50-59,F,2,Liège
474,2020-03-11,WLG,Wallonia,60-69,M,2,Liège
475,2020-03-11,WLG,Wallonia,60-69,F,2,Liège
476,2020-03-11,WLG,Wallonia,70-79,M,3,Liège
477,2020-03-11,WLG,Wallonia,80-89,F,1,Liège
478,2020-03-11,VLI,Flanders,0-9,F,1,Limburg
479,2020-03-11,VLI,Flanders,10-19,F,1,Limburg
480,2020-03-11,VLI,Flanders,30-39,F,3,Limburg
481,2020-03-11,VLI,Flanders,40-49,M,8,Limburg
482,2020-03-11,VLI,Flanders,40-49,F,3,Limburg
483,2020-03-11,VLI,Flanders,50-59,M,1,Limburg
484,2020-03-11,VLI,Flanders,50-59,F,2,Limburg
485,2020-03-11,VLI,Flanders,60-69,M,3,Limburg
486,2020-03-11,WLX,Wallonia,30-39,M,1,Luxembourg
487,2020-03-11,WLX,Wallonia,40-49,M,1,Luxembourg
488,2020-03-11,WNA,Wallonia,20-29,M,1,Namur
489,2020-03-11,WNA,Wallonia,30-39,M,1,Namur
490,2020-03-11,WNA,Wallonia,40-49,M,1,Namur
491,2020-03-11,WNA,Wallonia,50-59,F,1,Namur
492,2020-03-11,WNA,Wallonia,90+,M,1,Namur
493,2020-03-11,VOV,Flanders,10-19,F,1,OostVlaanderen
494,2020-03-11,VOV,Flanders,20-29,M,1,OostVlaanderen
495,2020-03-11,VOV,Flanders,20-29,F,3,OostVlaanderen
496,2020-03-11,VOV,Flanders,30-39,M,2,OostVlaanderen
497,2020-03-11,VOV,Flanders,30-39,F,3,OostVlaanderen
498,2020-03-11,VOV,Flanders,40-49,M,1,OostVlaanderen
499,2020-03-11,VOV,Flanders,40-49,F,1,OostVlaanderen
500,2020-03-11,VOV,Flanders,50-59,M,6,OostVlaanderen
501,2020-03-11,VOV,Flanders,50-59,F,2,OostVlaanderen
502,2020-03-11,VOV,Flanders,60-69,M,2,OostVlaanderen
503,2020-03-11,VOV,Flanders,80-89,M,1,OostVlaanderen
504,2020-03-11,VOV,Flanders,80-89,F,1,OostVlaanderen
505,2020-03-11,VOV,Flanders,90+,M,1,OostVlaanderen
506,2020-03-11,VBR,Flanders,0-9,M,1,VlaamsBrabant
507,2020-03-11,VBR,Flanders,10-19,M,2,VlaamsBrabant
508,2020-03-11,VBR,Flanders,20-29,F,2,VlaamsBrabant
509,2020-03-11,VBR,Flanders,30-39,F,2,VlaamsBrabant
510,2020-03-11,VBR,Flanders,40-49,F,2,VlaamsBrabant
511,2020-03-11,VBR,Flanders,50-59,M,3,VlaamsBrabant
512,2020-03-11,VBR,Flanders,50-59,F,1,VlaamsBrabant
513,2020-03-11,VBR,Flanders,60-69,M,2,VlaamsBrabant
514,2020-03-11,VBR,Flanders,70-79,F,1,VlaamsBrabant
515,2020-03-11,VBR,Flanders,80-89,M,1,VlaamsBrabant
516,2020-03-11,VBR,Flanders,80-89,F,4,VlaamsBrabant
517,2020-03-11,VBR,Flanders,90+,M,2,VlaamsBrabant
518,2020-03-11,VBR,Flanders,90+,F,2,VlaamsBrabant
520,2020-03-11,VWV,Flanders,0-9,M,1,WestVlaanderen
521,2020-03-11,VWV,Flanders,20-29,M,1,WestVlaanderen
522,2020-03-11,VWV,Flanders,20-29,F,1,WestVlaanderen
523,2020-03-11,VWV,Flanders,30-39,M,1,WestVlaanderen
524,2020-03-11,VWV,Flanders,40-49,F,1,WestVlaanderen
525,2020-03-11,VWV,Flanders,50-59,M,1,WestVlaanderen
526,2020-03-11,VWV,Flanders,50-59,F,3,WestVlaanderen
527,2020-03-11,VWV,Flanders,70-79,M,2,WestVlaanderen
528,2020-03-11,VWV,Flanders,80-89,M,1,WestVlaanderen
534,2020-03-12,VAN,Flanders,10-19,F,1,Antwerpen
535,2020-03-12,VAN,Flanders,20-29,M,1,Antwerpen
536,2020-03-12,VAN,Flanders,30-39,M,1,Antwerpen
537,2020-03-12,VAN,Flanders,30-39,F,3,Antwerpen
538,2020-03-12,VAN,Flanders,40-49,M,5,Antwerpen
539,2020-03-12,VAN,Flanders,40-49,F,1,Antwerpen
540,2020-03-12,VAN,Flanders,50-59,M,1,Antwerpen
541,2020-03-12,VAN,Flanders,50-59,F,6,Antwerpen
542,2020-03-12,VAN,Flanders,60-69,M,2,Antwerpen
543,2020-03-12,VAN,Flanders,60-69,F,3,Antwerpen
544,2020-03-12,VAN,Flanders,70-79,M,4,Antwerpen
545,2020-03-12,VAN,Flanders,70-79,F,3,Antwerpen
546,2020-03-12,VAN,Flanders,80-89,M,2,Antwerpen
547,2020-03-12,WBR,Wallonia,40-49,M,2,BrabantWallon
548,2020-03-12,WBR,Wallonia,40-49,F,2,BrabantWallon
549,2020-03-12,WBR,Wallonia,50-59,M,1,BrabantWallon
550,2020-03-12,WBR,Wallonia,60-69,F,1,BrabantWallon
551,2020-03-12,WBR,Wallonia,70-79,F,1,BrabantWallon
552,2020-03-12,BRU,Brussels,0-9,F,1,Brussels
553,2020-03-12,BRU,Brussels,10-19,M,1,Brussels
554,2020-03-12,BRU,Brussels,20-29,M,1,Brussels
555,2020-03-12,BRU,Brussels,20-29,F,1,Brussels
556,2020-03-12,BRU,Brussels,30-39,M,1,Brussels
557,2020-03-12,BRU,Brussels,30-39,F,4,Brussels
558,2020-03-12,BRU,Brussels,40-49,M,1,Brussels
559,2020-03-12,BRU,Brussels,40-49,F,4,Brussels
560,2020-03-12,BRU,Brussels,50-59,M,1,Brussels
561,2020-03-12,BRU,Brussels,60-69,M,1,Brussels
562,2020-03-12,BRU,Brussels,60-69,F,1,Brussels
563,2020-03-12,BRU,Brussels,70-79,M,4,Brussels
564,2020-03-12,BRU,Brussels,70-79,F,3,Brussels
565,2020-03-12,BRU,Brussels,80-89,M,3,Brussels
566,2020-03-12,BRU,Brussels,80-89,F,2,Brussels
567,2020-03-12,BRU,Brussels,90+,M,3,Brussels
568,2020-03-12,BRU,Brussels,90+,F,1,Brussels
570,2020-03-12,WHT,Wallonia,20-29,M,2,Hainaut
571,2020-03-12,WHT,Wallonia,20-29,F,2,Hainaut
572,2020-03-12,WHT,Wallonia,40-49,M,1,Hainaut
573,2020-03-12,WHT,Wallonia,40-49,F,2,Hainaut
574,2020-03-12,WHT,Wallonia,50-59,F,4,Hainaut
575,2020-03-12,WHT,Wallonia,60-69,M,1,Hainaut
576,2020-03-12,WHT,Wallonia,60-69,F,4,Hainaut
577,2020-03-12,WHT,Wallonia,70-79,M,6,Hainaut
578,2020-03-12,WHT,Wallonia,80-89,M,2,Hainaut
579,2020-03-12,WHT,Wallonia,80-89,F,3,Hainaut
580,2020-03-12,WHT,Wallonia,90+,M,1,Hainaut
581,2020-03-12,WLG,Wallonia,0-9,F,2,Liège
582,2020-03-12,WLG,Wallonia,20-29,M,2,Liège
583,2020-03-12,WLG,Wallonia,20-29,F,2,Liège
584,2020-03-12,WLG,Wallonia,30-39,M,1,Liège
585,2020-03-12,WLG,Wallonia,30-39,F,3,Liège
586,2020-03-12,WLG,Wallonia,40-49,M,5,Liège
587,2020-03-12,WLG,Wallonia,40-49,F,4,Liège
588,2020-03-12,WLG,Wallonia,50-59,M,1,Liège
589,2020-03-12,WLG,Wallonia,50-59,F,2,Liège
590,2020-03-12,WLG,Wallonia,60-69,M,1,Liège
591,2020-03-12,WLG,Wallonia,60-69,F,2,Liège
592,2020-03-12,WLG,Wallonia,70-79,M,2,Liège
593,2020-03-12,WLG,Wallonia,80-89,M,1,Liège
594,2020-03-12,WLG,Wallonia,90+,M,1,Liège
595,2020-03-12,VLI,Flanders,0-9,M,1,Limburg
596,2020-03-12,VLI,Flanders,20-29,M,1,Limburg
597,2020-03-12,VLI,Flanders,30-39,M,2,Limburg
598,2020-03-12,VLI,Flanders,30-39,F,3,Limburg
599,2020-03-12,VLI,Flanders,40-49,M,1,Limburg
600,2020-03-12,VLI,Flanders,40-49,F,3,Limburg
601,2020-03-12,VLI,Flanders,50-59,M,6,Limburg
602,2020-03-12,VLI,Flanders,50-59,F,3,Limburg
603,2020-03-12,VLI,Flanders,60-69,M,2,Limburg
604,2020-03-12,VLI,Flanders,70-79,M,1,Limburg
605,2020-03-12,VLI,Flanders,70-79,F,1,Limburg
606,2020-03-12,VLI,Flanders,80-89,F,1,Limburg
607,2020-03-12,WLX,Wallonia,40-49,F,1,Luxembourg
608,2020-03-12,WLX,Wallonia,50-59,F,1,Luxembourg
609,2020-03-12,WLX,Wallonia,60-69,F,1,Luxembourg
610,2020-03-12,WNA,Wallonia,40-49,F,1,Namur
611,2020-03-12,WNA,Wallonia,80-89,M,1,Namur
612,2020-03-12,VOV,Flanders,20-29,M,2,OostVlaanderen
613,2020-03-12,VOV,Flanders,20-29,F,6,OostVlaanderen
614,2020-03-12,VOV,Flanders,30-39,M,4,OostVlaanderen
615,2020-03-12,VOV,Flanders,30-39,F,3,OostVlaanderen
616,2020-03-12,VOV,Flanders,40-49,F,1,OostVlaanderen
617,2020-03-12,VOV,Flanders,50-59,M,4,OostVlaanderen
618,2020-03-12,VOV,Flanders,50-59,F,3,OostVlaanderen
619,2020-03-12,VOV,Flanders,60-69,M,2,OostVlaanderen
620,2020-03-12,VOV,Flanders,60-69,F,4,OostVlaanderen
621,2020-03-12,VOV,Flanders,70-79,F,1,OostVlaanderen
622,2020-03-12,VOV,Flanders,80-89,M,1,OostVlaanderen
623,2020-03-12,VBR,Flanders,10-19,M,2,VlaamsBrabant
624,2020-03-12,VBR,Flanders,10-19,F,1,VlaamsBrabant
625,2020-03-12,VBR,Flanders,20-29,M,1,VlaamsBrabant
626,2020-03-12,VBR,Flanders,20-29,F,2,VlaamsBrabant
627,2020-03-12,VBR,Flanders,30-39,F,4,VlaamsBrabant
628,2020-03-12,VBR,Flanders,40-49,M,3,VlaamsBrabant
629,2020-03-12,VBR,Flanders,40-49,F,4,VlaamsBrabant
630,2020-03-12,VBR,Flanders,50-59,M,3,VlaamsBrabant
631,2020-03-12,VBR,Flanders,50-59,F,3,VlaamsBrabant
632,2020-03-12,VBR,Flanders,60-69,M,1,VlaamsBrabant
633,2020-03-12,VBR,Flanders,70-79,M,1,VlaamsBrabant
634,2020-03-12,VBR,Flanders,80-89,M,3,VlaamsBrabant
635,2020-03-12,VBR,Flanders,90+,M,2,VlaamsBrabant
637,2020-03-12,VWV,Flanders,10-19,M,2,WestVlaanderen
638,2020-03-12,VWV,Flanders,20-29,M,3,WestVlaanderen
639,2020-03-12,VWV,Flanders,30-39,M,2,WestVlaanderen
640,2020-03-12,VWV,Flanders,30-39,F,2,WestVlaanderen
641,2020-03-12,VWV,Flanders,40-49,M,4,WestVlaanderen
642,2020-03-12,VWV,Flanders,40-49,F,1,WestVlaanderen
643,2020-03-12,VWV,Flanders,50-59,M,2,WestVlaanderen
644,2020-03-12,VWV,Flanders,50-59,F,1,WestVlaanderen
645,2020-03-12,VWV,Flanders,70-79,M,2,WestVlaanderen
646,2020-03-12,VWV,Flanders,80-89,M,2,WestVlaanderen
660,2020-03-13,VAN,Flanders,20-29,M,1,Antwerpen
661,2020-03-13,VAN,Flanders,20-29,F,1,Antwerpen
662,2020-03-13,VAN,Flanders,30-39,M,3,Antwerpen
663,2020-03-13,VAN,Flanders,30-39,F,7,Antwerpen
664,2020-03-13,VAN,Flanders,40-49,M,5,Antwerpen
665,2020-03-13,VAN,Flanders,40-49,F,8,Antwerpen
666,2020-03-13,VAN,Flanders,50-59,M,4,Antwerpen
667,2020-03-13,VAN,Flanders,50-59,F,3,Antwerpen
668,2020-03-13,VAN,Flanders,60-69,M,3,Antwerpen
669,2020-03-13,VAN,Flanders,60-69,F,3,Antwerpen
670,2020-03-13,VAN,Flanders,70-79,M,1,Antwerpen
671,2020-03-13,VAN,Flanders,70-79,F,2,Antwerpen
672,2020-03-13,VAN,Flanders,80-89,M,4,Antwerpen
673,2020-03-13,VAN,Flanders,80-89,F,2,Antwerpen
674,2020-03-13,WBR,Wallonia,10-19,M,1,BrabantWallon
675,2020-03-13,WBR,Wallonia,20-29,F,1,BrabantWallon
676,2020-03-13,WBR,Wallonia,30-39,F,4,BrabantWallon
677,2020-03-13,WBR,Wallonia,50-59,M,3,BrabantWallon
678,2020-03-13,WBR,Wallonia,50-59,F,1,BrabantWallon
679,2020-03-13,WBR,Wallonia,70-79,M,1,BrabantWallon
680,2020-03-13,WBR,Wallonia,80-89,M,1,BrabantWallon
681,2020-03-13,WBR,Wallonia,80-89,F,1,BrabantWallon
682,2020-03-13,BRU,Brussels,0-9,M,1,Brussels
683,2020-03-13,BRU,Brussels,0-9,F,2,Brussels
684,2020-03-13,BRU,Brussels,20-29,M,1,Brussels
685,2020-03-13,BRU,Brussels,20-29,F,5,Brussels
686,2020-03-13,BRU,Brussels,30-39,M,1,Brussels
687,2020-03-13,BRU,Brussels,30-39,F,2,Brussels
689,2020-03-13,BRU,Brussels,40-49,M,2,Brussels
690,2020-03-13,BRU,Brussels,40-49,F,6,Brussels
691,2020-03-13,BRU,Brussels,50-59,F,1,Brussels
692,2020-03-13,BRU,Brussels,60-69,M,3,Brussels
693,2020-03-13,BRU,Brussels,60-69,F,1,Brussels
694,2020-03-13,BRU,Brussels,70-79,M,5,Brussels
695,2020-03-13,BRU,Brussels,70-79,F,2,Brussels
696,2020-03-13,BRU,Brussels,80-89,M,2,Brussels
697,2020-03-13,BRU,Brussels,80-89,F,3,Brussels
698,2020-03-13,BRU,Brussels,90+,M,2,Brussels
699,2020-03-13,WHT,Wallonia,0-9,M,2,Hainaut
700,2020-03-13,WHT,Wallonia,20-29,M,2,Hainaut
701,2020-03-13,WHT,Wallonia,20-29,F,6,Hainaut
702,2020-03-13,WHT,Wallonia,30-39,F,7,Hainaut
703,2020-03-13,WHT,Wallonia,40-49,M,3,Hainaut
704,2020-03-13,WHT,Wallonia,40-49,F,8,Hainaut
705,2020-03-13,WHT,Wallonia,50-59,M,5,Hainaut
706,2020-03-13,WHT,Wallonia,50-59,F,5,Hainaut
707,2020-03-13,WHT,Wallonia,60-69,M,1,Hainaut
708,2020-03-13,WHT,Wallonia,60-69,F,1,Hainaut
709,2020-03-13,WHT,Wallonia,70-79,M,5,Hainaut
710,2020-03-13,WHT,Wallonia,70-79,F,4,Hainaut
711,2020-03-13,WHT,Wallonia,80-89,M,2,Hainaut
712,2020-03-13,WHT,Wallonia,80-89,F,1,Hainaut
713,2020-03-13,WHT,Wallonia,90+,M,1,Hainaut
714,2020-03-13,WHT,Wallonia,90+,F,2,Hainaut
715,2020-03-13,WLG,Wallonia,10-19,F,1,Liège
716,2020-03-13,WLG,Wallonia,20-29,F,3,Liège
717,2020-03-13,WLG,Wallonia,30-39,M,2,Liège
718,2020-03-13,WLG,Wallonia,30-39,F,5,Liège
719,2020-03-13,WLG,Wallonia,40-49,M,2,Liège
720,2020-03-13,WLG,Wallonia,40-49,F,2,Liège
721,2020-03-13,WLG,Wallonia,50-59,M,2,Liège
722,2020-03-13,WLG,Wallonia,50-59,F,5,Liège
723,2020-03-13,WLG,Wallonia,60-69,M,5,Liège
724,2020-03-13,WLG,Wallonia,70-79,F,1,Liège
725,2020-03-13,WLG,Wallonia,80-89,M,2,Liège
726,2020-03-13,VLI,Flanders,10-19,F,1,Limburg
727,2020-03-13,VLI,Flanders,20-29,M,3,Limburg
728,2020-03-13,VLI,Flanders,20-29,F,1,Limburg
729,2020-03-13,VLI,Flanders,30-39,M,1,Limburg
730,2020-03-13,VLI,Flanders,30-39,F,4,Limburg
731,2020-03-13,VLI,Flanders,40-49,M,5,Limburg
732,2020-03-13,VLI,Flanders,40-49,F,4,Limburg
733,2020-03-13,VLI,Flanders,50-59,M,5,Limburg
734,2020-03-13,VLI,Flanders,50-59,F,3,Limburg
735,2020-03-13,VLI,Flanders,60-69,F,2,Limburg
736,2020-03-13,VLI,Flanders,70-79,M,1,Limburg
737,2020-03-13,WLX,Wallonia,20-29,M,1,Luxembourg
738,2020-03-13,WLX,Wallonia,40-49,M,2,Luxembourg
739,2020-03-13,WLX,Wallonia,50-59,M,1,Luxembourg
740,2020-03-13,WLX,Wallonia,50-59,F,1,Luxembourg
741,2020-03-13,WLX,Wallonia,70-79,M,1,Luxembourg
742,2020-03-13,WLX,Wallonia,80-89,F,1,Luxembourg
743,2020-03-13,WNA,Wallonia,30-39,M,2,Namur
744,2020-03-13,WNA,Wallonia,30-39,F,1,Namur
745,2020-03-13,WNA,Wallonia,40-49,M,1,Namur
746,2020-03-13,WNA,Wallonia,50-59,M,1,Namur
747,2020-03-13,WNA,Wallonia,60-69,M,1,Namur
748,2020-03-13,WNA,Wallonia,60-69,F,1,Namur
749,2020-03-13,VOV,Flanders,20-29,M,3,OostVlaanderen
750,2020-03-13,VOV,Flanders,20-29,F,3,OostVlaanderen
751,2020-03-13,VOV,Flanders,30-39,M,2,OostVlaanderen
752,2020-03-13,VOV,Flanders,30-39,F,3,OostVlaanderen
753,2020-03-13,VOV,Flanders,40-49,M,2,OostVlaanderen
754,2020-03-13,VOV,Flanders,40-49,F,3,OostVlaanderen
755,2020-03-13,VOV,Flanders,50-59,M,3,OostVlaanderen
756,2020-03-13,VOV,Flanders,50-59,F,4,OostVlaanderen
757,2020-03-13,VOV,Flanders,60-69,M,2,OostVlaanderen
758,2020-03-13,VOV,Flanders,60-69,F,2,OostVlaanderen
759,2020-03-13,VOV,Flanders,80-89,F,1,OostVlaanderen
760,2020-03-13,VOV,Flanders,90+,F,1,OostVlaanderen
761,2020-03-13,VBR,Flanders,10-19,M,1,VlaamsBrabant
762,2020-03-13,VBR,Flanders,20-29,M,5,VlaamsBrabant
763,2020-03-13,VBR,Flanders,20-29,F,4,VlaamsBrabant
764,2020-03-13,VBR,Flanders,30-39,M,3,VlaamsBrabant
765,2020-03-13,VBR,Flanders,30-39,F,4,VlaamsBrabant
766,2020-03-13,VBR,Flanders,40-49,M,2,VlaamsBrabant
767,2020-03-13,VBR,Flanders,40-49,F,9,VlaamsBrabant
768,2020-03-13,VBR,Flanders,50-59,F,5,VlaamsBrabant
769,2020-03-13,VBR,Flanders,60-69,F,3,VlaamsBrabant
770,2020-03-13,VBR,Flanders,80-89,M,1,VlaamsBrabant
771,2020-03-13,VWV,Flanders,10-19,M,1,WestVlaanderen
772,2020-03-13,VWV,Flanders,20-29,M,1,WestVlaanderen
773,2020-03-13,VWV,Flanders,20-29,F,1,WestVlaanderen
774,2020-03-13,VWV,Flanders,30-39,M,4,WestVlaanderen
775,2020-03-13,VWV,Flanders,40-49,M,1,WestVlaanderen
776,2020-03-13,VWV,Flanders,40-49,F,5,WestVlaanderen
778,2020-03-13,VWV,Flanders,50-59,M,1,WestVlaanderen
779,2020-03-13,VWV,Flanders,50-59,F,1,WestVlaanderen
780,2020-03-13,VWV,Flanders,60-69,M,2,WestVlaanderen
781,2020-03-13,VWV,Flanders,60-69,F,2,WestVlaanderen
782,2020-03-13,VWV,Flanders,70-79,M,2,WestVlaanderen
783,2020-03-13,VWV,Flanders,80-89,F,1,WestVlaanderen
790,2020-03-14,VAN,Flanders,20-29,F,1,Antwerpen
791,2020-03-14,VAN,Flanders,30-39,M,1,Antwerpen
792,2020-03-14,VAN,Flanders,30-39,F,1,Antwerpen
793,2020-03-14,VAN,Flanders,40-49,M,1,Antwerpen
794,2020-03-14,VAN,Flanders,40-49,F,2,Antwerpen
795,2020-03-14,VAN,Flanders,50-59,M,1,Antwerpen
796,2020-03-14,VAN,Flanders,50-59,F,4,Antwerpen
797,2020-03-14,VAN,Flanders,60-69,M,4,Antwerpen
798,2020-03-14,VAN,Flanders,70-79,F,1,Antwerpen
799,2020-03-14,VAN,Flanders,80-89,M,2,Antwerpen
800,2020-03-14,VAN,Flanders,80-89,F,1,Antwerpen
801,2020-03-14,VAN,Flanders,90+,M,2,Antwerpen
802,2020-03-14,WBR,Wallonia,20-29,F,1,BrabantWallon
803,2020-03-14,WBR,Wallonia,50-59,M,1,BrabantWallon
804,2020-03-14,WBR,Wallonia,60-69,M,1,BrabantWallon
805,2020-03-14,WBR,Wallonia,90+,M,1,BrabantWallon
806,2020-03-14,BRU,Brussels,20-29,M,3,Brussels
807,2020-03-14,BRU,Brussels,20-29,F,2,Brussels
808,2020-03-14,BRU,Brussels,30-39,M,1,Brussels
809,2020-03-14,BRU,Brussels,30-39,F,2,Brussels
810,2020-03-14,BRU,Brussels,40-49,M,1,Brussels
811,2020-03-14,BRU,Brussels,40-49,F,1,Brussels
812,2020-03-14,BRU,Brussels,50-59,M,3,Brussels
813,2020-03-14,BRU,Brussels,50-59,F,2,Brussels
814,2020-03-14,BRU,Brussels,60-69,M,2,Brussels
815,2020-03-14,BRU,Brussels,60-69,F,1,Brussels
816,2020-03-14,BRU,Brussels,70-79,M,4,Brussels
817,2020-03-14,BRU,Brussels,70-79,F,1,Brussels
818,2020-03-14,BRU,Brussels,80-89,M,5,Brussels
819,2020-03-14,BRU,Brussels,80-89,F,2,Brussels
820,2020-03-14,WHT,Wallonia,0-9,M,2,Hainaut
821,2020-03-14,WHT,Wallonia,20-29,F,1,Hainaut
822,2020-03-14,WHT,Wallonia,30-39,M,2,Hainaut
823,2020-03-14,WHT,Wallonia,40-49,M,2,Hainaut
824,2020-03-14,WHT,Wallonia,40-49,F,3,Hainaut
825,2020-03-14,WHT,Wallonia,50-59,M,3,Hainaut
826,2020-03-14,WHT,Wallonia,50-59,F,3,Hainaut
827,2020-03-14,WHT,Wallonia,60-69,M,4,Hainaut
828,2020-03-14,WHT,Wallonia,70-79,M,3,Hainaut
829,2020-03-14,WHT,Wallonia,70-79,F,4,Hainaut
830,2020-03-14,WHT,Wallonia,80-89,F,5,Hainaut
831,2020-03-14,WHT,Wallonia,90+,M,1,Hainaut
832,2020-03-14,WHT,Wallonia,90+,F,2,Hainaut
833,2020-03-14,WLG,Wallonia,20-29,M,3,Liège
834,2020-03-14,WLG,Wallonia,20-29,F,2,Liège
835,2020-03-14,WLG,Wallonia,30-39,M,4,Liège
836,2020-03-14,WLG,Wallonia,40-49,F,1,Liège
837,2020-03-14,WLG,Wallonia,50-59,M,1,Liège
838,2020-03-14,WLG,Wallonia,50-59,F,2,Liège
839,2020-03-14,WLG,Wallonia,60-69,M,2,Liège
840,2020-03-14,WLG,Wallonia,60-69,F,1,Liège
841,2020-03-14,WLG,Wallonia,70-79,M,3,Liège
842,2020-03-14,WLG,Wallonia,80-89,M,2,Liège
843,2020-03-14,WLG,Wallonia,90+,M,1,Liège
844,2020-03-14,VLI,Flanders,20-29,M,1,Limburg
845,2020-03-14,VLI,Flanders,30-39,M,1,Limburg
846,2020-03-14,VLI,Flanders,30-39,F,1,Limburg
847,2020-03-14,VLI,Flanders,40-49,M,1,Limburg
848,2020-03-14,VLI,Flanders,40-49,F,2,Limburg
849,2020-03-14,VLI,Flanders,50-59,F,1,Limburg
850,2020-03-14,VLI,Flanders,70-79,M,2,Limburg
851,2020-03-14,VLI,Flanders,70-79,F,1,Limburg
852,2020-03-14,VLI,Flanders,80-89,M,1,Limburg
853,2020-03-14,WLX,Wallonia,60-69,M,1,Luxembourg
854,2020-03-14,WNA,Wallonia,30-39,M,1,Namur
855,2020-03-14,WNA,Wallonia,40-49,M,1,Namur
856,2020-03-14,WNA,Wallonia,40-49,F,1,Namur
857,2020-03-14,WNA,Wallonia,80-89,M,1,Namur
858,2020-03-14,VOV,Flanders,20-29,M,1,OostVlaanderen
859,2020-03-14,VOV,Flanders,20-29,F,1,OostVlaanderen
860,2020-03-14,VOV,Flanders,40-49,M,1,OostVlaanderen
861,2020-03-14,VOV,Flanders,40-49,F,1,OostVlaanderen
862,2020-03-14,VOV,Flanders,50-59,M,2,OostVlaanderen
863,2020-03-14,VOV,Flanders,50-59,F,1,OostVlaanderen
864,2020-03-14,VOV,Flanders,70-79,M,2,OostVlaanderen
865,2020-03-14,VOV,Flanders,80-89,M,2,OostVlaanderen
866,2020-03-14,VOV,Flanders,90+,F,1,OostVlaanderen
868,2020-03-14,VBR,Flanders,20-29,M,2,VlaamsBrabant
869,2020-03-14,VBR,Flanders,30-39,F,1,VlaamsBrabant
870,2020-03-14,VBR,Flanders,40-49,M,1,VlaamsBrabant
871,2020-03-14,VBR,Flanders,40-49,F,3,VlaamsBrabant
872,2020-03-14,VBR,Flanders,50-59,M,2,VlaamsBrabant
873,2020-03-14,VBR,Flanders,50-59,F,2,VlaamsBrabant
874,2020-03-14,VBR,Flanders,60-69,M,1,VlaamsBrabant
875,2020-03-14,VWV,Flanders,0-9,F,1,WestVlaanderen
876,2020-03-14,VWV,Flanders,20-29,F,2,WestVlaanderen
877,2020-03-14,VWV,Flanders,30-39,F,1,WestVlaanderen
878,2020-03-14,VWV,Flanders,40-49,M,2,WestVlaanderen
879,2020-03-14,VWV,Flanders,40-49,F,2,WestVlaanderen
880,2020-03-14,VWV,Flanders,50-59,M,1,WestVlaanderen
881,2020-03-14,VWV,Flanders,50-59,F,4,WestVlaanderen
882,2020-03-14,VWV,Flanders,70-79,M,2,WestVlaanderen
883,2020-03-14,VWV,Flanders,70-79,F,1,WestVlaanderen
884,2020-03-14,VWV,Flanders,80-89,M,2,WestVlaanderen
885,2020-03-14,VWV,Flanders,80-89,F,1,WestVlaanderen
892,2020-03-15,VAN,Flanders,20-29,F,2,Antwerpen
893,2020-03-15,VAN,Flanders,40-49,M,2,Antwerpen
894,2020-03-15,VAN,Flanders,40-49,F,3,Antwerpen
