DATE,REGION,AGEGROUP,SEX,DOSE,COUNT
2021-02-04,Wallonia,45-54,M,B,178
2021-02-04,Wallonia,55-64,F,A,568
2021-02-04,Wallonia,55-64,F,B,532
2021-02-04,Wallonia,55-64,M,A,251
2021-02-04,Wallonia,55-64,M,B,288
2021-02-04,Wallonia,65-74,F,A,146
2021-02-04,Wallonia,65-74,F,B,445
2021-02-04,Wallonia,65-74,M,A,150
2021-02-04,Wallonia,65-74,M,B,375
2021-02-04,Wallonia,75-84,F,A,125
2021-02-04,Wallonia,75-84,F,B,950
2021-02-04,Wallonia,75-84,M,A,74
2021-02-04,Wallonia,75-84,M,B,370
2021-02-04,Wallonia,85+,F,A,177
2021-02-04,Wallonia,85+,F,B,2011
2021-02-04,Wallonia,85+,M,A,56
2021-02-04,Wallonia,85+,M,B,453
2021-02-05,Brussels,18-34,F,A,98
2021-02-05,Brussels,18-34,F,B,37
2021-02-05,Brussels,18-34,M,A,50
2021-02-05,Brussels,18-34,M,B,15
2021-02-05,Brussels,35-44,F,A,57
2021-02-05,Brussels,35-44,F,B,25
2021-02-05,Brussels,35-44,M,A,21
2021-02-05,Brussels,35-44,M,B,10
2021-02-05,Brussels,45-54,F,A,83
2021-02-05,Brussels,45-54,F,B,33
2021-02-05,Brussels,45-54,M,A,54
2021-02-05,Brussels,45-54,M,B,28
2021-02-05,Brussels,55-64,F,A,86
2021-02-05,Brussels,55-64,F,B,50
2021-02-05,Brussels,55-64,M,A,44
2021-02-05,Brussels,55-64,M,B,41
2021-02-05,Brussels,65-74,F,A,17
2021-02-05,Brussels,65-74,F,B,65
2021-02-05,Brussels,65-74,M,A,23
2021-02-05,Brussels,65-74,M,B,68
2021-02-05,Brussels,75-84,F,A,12
2021-02-05,Brussels,75-84,F,B,131
2021-02-05,Brussels,75-84,M,A,7
2021-02-05,Brussels,75-84,M,B,68
2021-02-05,Brussels,85+,F,A,23
2021-02-05,Brussels,85+,F,B,324
2021-02-05,Brussels,85+,M,A,6
2021-02-05,Brussels,85+,M,B,69
2021-02-05,Flanders,0-17,F,A,19
2021-02-05,Flanders,0-17,F,B,3
2021-02-05,Flanders,0-17,M,A,2
2021-02-05,Flanders,0-17,M,B,1
2021-02-05,Flanders,18-34,F,A,559
2021-02-05,Flanders,18-34,F,B,701
2021-02-05,Flanders,18-34,M,A,158
2021-02-05,Flanders,18-34,M,B,179
2021-02-05,Flanders,35-44,F,A,432
2021-02-05,Flanders,35-44,F,B,621
2021-02-05,Flanders,35-44,M,A,98
2021-02-05,Flanders,35-44,M,B,146
2021-02-05,Flanders,45-54,F,A,482
2021-02-05,Flanders,45-54,F,B,812
2021-02-05,Flanders,45-54,M,A,120
2021-02-05,Flanders,45-54,M,B,195
2021-02-05,Flanders,55-64,F,A,428
2021-02-05,Flanders,55-64,F,B,864
2021-02-05,Flanders,55-64,M,A,180
2021-02-05,Flanders,55-64,M,B,393
2021-02-05,Flanders,65-74,F,A,117
2021-02-05,Flanders,65-74,F,B,529
2021-02-05,Flanders,65-74,M,A,78
2021-02-05,Flanders,65-74,M,B,451
2021-02-05,Flanders,75-84,F,A,69
2021-02-05,Flanders,75-84,F,B,2107
2021-02-05,Flanders,75-84,M,A,55
2021-02-05,Flanders,75-84,M,B,926
2021-02-05,Flanders,85+,F,A,175
2021-02-05,Flanders,85+,F,B,5275
2021-02-05,Flanders,85+,M,A,58
2021-02-05,Flanders,85+,M,B,1581
2021-02-05,,18-34,F,A,12
2021-02-05,,18-34,F,B,8
2021-02-05,,18-34,M,A,4
2021-02-05,,18-34,M,B,4
2021-02-05,,35-44,F,A,8
2021-02-05,,35-44,F,B,13
2021-02-05,,35-44,M,A,7
2021-02-05,,35-44,M,B,2
2021-02-05,,45-54,F,A,4
2021-02-05,,45-54,F,B,3
2021-02-05,,45-54,M,A,7
2021-02-05,,45-54,M,B,2
2021-02-05,,55-64,F,A,6
2021-02-05,,55-64,F,B,3
2021-02-05,,55-64,M,A,5
2021-02-05,,55-64,M,B,2
2021-02-05,,65-74,M,A,1
2021-02-05,,65-74,M,B,2
2021-02-05,,75-84,F,A,1
2021-02-05,,75-84,F,B,1
2021-02-05,,75-84,M,B,1
2021-02-05,,85+,F,A,1
2021-02-05,,85+,F,B,4
2021-02-05,Ostbelgien,18-34,F,A,11
2021-02-05,Ostbelgien,18-34,F,B,3
2021-02-05,Ostbelgien,18-34,M,A,4
2021-02-05,Ostbelgien,35-44,F,A,6
2021-02-05,Ostbelgien,35-44,M,A,2
2021-02-05,Ostbelgien,45-54,F,A,15
2021-02-05,Ostbelgien,45-54,F,B,7
2021-02-05,Ostbelgien,45-54,M,A,2
2021-02-05,Ostbelgien,45-54,M,B,2
2021-02-05,Ostbelgien,55-64,F,A,17
2021-02-05,Ostbelgien,55-64,F,B,1
2021-02-05,Ostbelgien,55-64,M,A,2
2021-02-05,Ostbelgien,55-64,M,B,3
2021-02-05,Ostbelgien,65-74,F,A,11
2021-02-05,Ostbelgien,65-74,F,B,2
2021-02-05,Ostbelgien,65-74,M,A,9
2021-02-05,Ostbelgien,75-84,F,A,2
2021-02-05,Ostbelgien,75-84,M,A,4
2021-02-05,Ostbelgien,75-84,M,B,3
2021-02-05,Ostbelgien,85+,F,A,1
2021-02-05,Wallonia,0-17,F,A,2
2021-02-05,Wallonia,0-17,F,B,3
2021-02-05,Wallonia,0-17,M,A,2
2021-02-05,Wallonia,0-17,M,B,2
2021-02-05,Wallonia,18-34,F,A,482
2021-02-05,Wallonia,18-34,F,B,370
2021-02-05,Wallonia,18-34,M,A,244
2021-02-05,Wallonia,18-34,M,B,165
2021-02-05,Wallonia,35-44,F,A,474
2021-02-05,Wallonia,35-44,F,B,392
2021-02-05,Wallonia,35-44,M,A,175
2021-02-05,Wallonia,35-44,M,B,130
2021-02-05,Wallonia,45-54,F,A,538
2021-02-05,Wallonia,45-54,F,B,424
2021-02-05,Wallonia,45-54,M,A,188
2021-02-05,Wallonia,45-54,M,B,147
2021-02-05,Wallonia,55-64,F,A,454
2021-02-05,Wallonia,55-64,F,B,419
2021-02-05,Wallonia,55-64,M,A,238
2021-02-05,Wallonia,55-64,M,B,248
2021-02-05,Wallonia,65-74,F,A,182
2021-02-05,Wallonia,65-74,F,B,303
2021-02-05,Wallonia,65-74,M,A,177
2021-02-05,Wallonia,65-74,M,B,275
2021-02-05,Wallonia,75-84,F,A,147
2021-02-05,Wallonia,75-84,F,B,698
2021-02-05,Wallonia,75-84,M,A,85
2021-02-05,Wallonia,75-84,M,B,298
2021-02-05,Wallonia,85+,F,A,276
2021-02-05,Wallonia,85+,F,B,1767
2021-02-05,Wallonia,85+,M,A,79
2021-02-05,Wallonia,85+,M,B,397
2021-02-06,Brussels,18-34,F,A,23
2021-02-06,Brussels,18-34,F,B,1
2021-02-06,Brussels,18-34,M,A,24
2021-02-06,Brussels,18-34,M,B,1
2021-02-06,Brussels,35-44,F,A,28
2021-02-06,Brussels,35-44,F,B,2
2021-02-06,Brussels,35-44,M,A,14
2021-02-06,Brussels,35-44,M,B,1
2021-02-06,Brussels,45-54,F,A,31
2021-02-06,Brussels,45-54,F,B,1
2021-02-06,Brussels,45-54,M,A,9
2021-02-06,Brussels,55-64,F,A,26
2021-02-06,Brussels,55-64,M,A,12
2021-02-06,Brussels,65-74,F,A,6
2021-02-06,Brussels,65-74,F,B,2
2021-02-06,Brussels,65-74,M,A,19
2021-02-06,Brussels,65-74,M,B,2
2021-02-06,Brussels,75-84,F,A,1
2021-02-06,Brussels,75-84,F,B,1
2021-02-06,Brussels,75-84,M,A,3
2021-02-06,Brussels,75-84,M,B,1
2021-02-06,Brussels,85+,F,B,7
2021-02-06,Brussels,85+,M,B,1
2021-02-06,Flanders,0-17,F,A,8
2021-02-06,Flanders,0-17,F,B,4
2021-02-06,Flanders,0-17,M,A,6
2021-02-06,Flanders,0-17,M,B,2
2021-02-06,Flanders,18-34,F,A,182
2021-02-06,Flanders,18-34,F,B,200
2021-02-06,Flanders,18-34,M,A,38
2021-02-06,Flanders,18-34,M,B,43
2021-02-06,Flanders,35-44,F,A,83
2021-02-06,Flanders,35-44,F,B,169
2021-02-06,Flanders,35-44,M,A,14
2021-02-06,Flanders,35-44,M,B,27
2021-02-06,Flanders,45-54,F,A,98
2021-02-06,Flanders,45-54,F,B,233
2021-02-06,Flanders,45-54,M,A,28
2021-02-06,Flanders,45-54,M,B,52
2021-02-06,Flanders,55-64,F,A,104
2021-02-06,Flanders,55-64,F,B,221
2021-02-06,Flanders,55-64,M,A,54
2021-02-06,Flanders,55-64,M,B,85
2021-02-06,Flanders,65-74,F,A,43
2021-02-06,Flanders,65-74,F,B,177
2021-02-06,Flanders,65-74,M,A,31
2021-02-06,Flanders,65-74,M,B,164
2021-02-06,Flanders,75-84,F,A,19
2021-02-06,Flanders,75-84,F,B,669
2021-02-06,Flanders,75-84,M,A,19
2021-02-06,Flanders,75-84,M,B,344
2021-02-06,Flanders,85+,F,A,16
2021-02-06,Flanders,85+,F,B,1670
2021-02-06,Flanders,85+,M,A,9
2021-02-06,Flanders,85+,M,B,459
2021-02-06,,35-44,F,A,2
2021-02-06,,35-44,M,A,1
2021-02-06,,45-54,M,B,1
2021-02-06,,55-64,F,A,2
2021-02-06,,55-64,M,A,1
2021-02-06,,65-74,M,A,1
2021-02-06,,75-84,,B,1
2021-02-06,,85+,F,B,1
2021-02-06,,85+,,B,2
2021-02-06,Wallonia,18-34,F,A,34
2021-02-06,Wallonia,18-34,F,B,32
2021-02-06,Wallonia,18-34,M,A,11
2021-02-06,Wallonia,18-34,M,B,18
2021-02-06,Wallonia,35-44,F,A,32
2021-02-06,Wallonia,35-44,F,B,48
2021-02-06,Wallonia,35-44,M,A,14
2021-02-06,Wallonia,35-44,M,B,15
2021-02-06,Wallonia,45-54,F,A,40
2021-02-06,Wallonia,45-54,F,B,45
2021-02-06,Wallonia,45-54,M,A,13
2021-02-06,Wallonia,45-54,M,B,21
2021-02-06,Wallonia,55-64,F,A,35
2021-02-06,Wallonia,55-64,F,B,45
2021-02-06,Wallonia,55-64,M,A,20
2021-02-06,Wallonia,55-64,M,B,36
2021-02-06,Wallonia,65-74,F,A,12
2021-02-06,Wallonia,65-74,F,B,40
2021-02-06,Wallonia,65-74,M,A,14
2021-02-06,Wallonia,65-74,M,B,33
2021-02-06,Wallonia,75-84,F,A,7
2021-02-06,Wallonia,75-84,F,B,78
2021-02-06,Wallonia,75-84,M,A,7
2021-02-06,Wallonia,75-84,M,B,25
2021-02-06,Wallonia,85+,F,A,31
2021-02-06,Wallonia,85+,F,B,118
2021-02-06,Wallonia,85+,M,A,5
2021-02-06,Wallonia,85+,M,B,21
2021-02-07,Brussels,18-34,F,A,4
2021-02-07,Brussels,18-34,M,A,2
2021-02-07,Brussels,35-44,F,A,3
2021-02-07,Brussels,35-44,M,A,2
2021-02-07,Brussels,45-54,F,A,3
2021-02-07,Brussels,55-64,F,A,3
2021-02-07,Brussels,55-64,M,A,2
2021-02-07,Brussels,65-74,F,A,2
2021-02-07,Brussels,65-74,M,A,2
2021-02-07,Flanders,0-17,F,A,1
2021-02-07,Flanders,0-17,F,B,8
2021-02-07,Flanders,18-34,F,A,54
2021-02-07,Flanders,18-34,F,B,164
2021-02-07,Flanders,18-34,M,A,16
2021-02-07,Flanders,18-34,M,B,35
2021-02-07,Flanders,35-44,F,A,35
2021-02-07,Flanders,35-44,F,B,125
2021-02-07,Flanders,35-44,M,A,10
2021-02-07,Flanders,35-44,M,B,31
2021-02-07,Flanders,45-54,F,A,42
2021-02-07,Flanders,45-54,F,B,166
2021-02-07,Flanders,45-54,M,A,16
2021-02-07,Flanders,45-54,M,B,39
2021-02-07,Flanders,55-64,F,A,46
2021-02-07,Flanders,55-64,F,B,144
2021-02-07,Flanders,55-64,M,A,18
2021-02-07,Flanders,55-64,M,B,81
2021-02-07,Flanders,65-74,F,A,9
2021-02-07,Flanders,65-74,F,B,112
2021-02-07,Flanders,65-74,M,A,11
2021-02-07,Flanders,65-74,M,B,120
2021-02-07,Flanders,75-84,F,A,5
2021-02-07,Flanders,75-84,F,B,385
2021-02-07,Flanders,75-84,M,A,7
2021-02-07,Flanders,75-84,M,B,166
2021-02-07,Flanders,85+,F,A,4
2021-02-07,Flanders,85+,F,B,974
2021-02-07,Flanders,85+,M,A,3
2021-02-07,Flanders,85+,M,B,246
2021-02-07,,18-34,F,B,2
2021-02-07,,35-44,M,B,1
2021-02-07,Wallonia,18-34,F,B,2
2021-02-07,Wallonia,18-34,M,B,2
2021-02-07,Wallonia,35-44,F,B,2
2021-02-07,Wallonia,35-44,M,B,1
2021-02-07,Wallonia,45-54,M,B,2
2021-02-07,Wallonia,55-64,F,B,2
2021-02-07,Wallonia,55-64,M,B,1
2021-02-07,Wallonia,65-74,F,B,2
2021-02-07,Wallonia,65-74,M,A,1
2021-02-07,Wallonia,85+,F,B,4
2021-02-07,Wallonia,85+,M,B,1
2021-02-08,Brussels,18-34,F,A,69
2021-02-08,Brussels,18-34,F,B,6
2021-02-08,Brussels,18-34,M,A,44
2021-02-08,Brussels,18-34,M,B,2
2021-02-08,Brussels,35-44,F,A,33
2021-02-08,Brussels,35-44,F,B,7
2021-02-08,Brussels,35-44,M,A,16
2021-02-08,Brussels,35-44,M,B,4
2021-02-08,Brussels,45-54,F,A,39
2021-02-08,Brussels,45-54,F,B,3
2021-02-08,Brussels,45-54,M,A,26
2021-02-08,Brussels,45-54,M,B,3
2021-02-08,Brussels,55-64,F,A,29
2021-02-08,Brussels,55-64,F,B,4
2021-02-08,Brussels,55-64,M,A,26
2021-02-08,Brussels,55-64,M,B,4
2021-02-08,Brussels,65-74,F,A,15
2021-02-08,Brussels,65-74,F,B,2
2021-02-08,Brussels,65-74,M,A,7
2021-02-08,Brussels,65-74,M,B,2
2021-02-08,Brussels,75-84,F,A,2
2021-02-08,Brussels,75-84,F,B,6
2021-02-08,Brussels,75-84,M,A,2
2021-02-08,Brussels,75-84,M,B,4
2021-02-08,Brussels,85+,F,B,37
2021-02-08,Brussels,85+,M,A,1
2021-02-08,Brussels,85+,M,B,13
2021-02-08,Flanders,0-17,F,A,7
2021-02-08,Flanders,0-17,F,B,13
2021-02-08,Flanders,0-17,M,A,2
2021-02-08,Flanders,0-17,M,B,6
2021-02-08,Flanders,18-34,F,A,180
2021-02-08,Flanders,18-34,F,B,649
2021-02-08,Flanders,18-34,M,A,64
2021-02-08,Flanders,18-34,M,B,196
2021-02-08,Flanders,35-44,F,A,146
2021-02-08,Flanders,35-44,F,B,482
2021-02-08,Flanders,35-44,M,A,32
2021-02-08,Flanders,35-44,M,B,116
2021-02-08,Flanders,45-54,F,A,175
2021-02-08,Flanders,45-54,F,B,563
2021-02-08,Flanders,45-54,M,A,51
2021-02-08,Flanders,45-54,M,B,166
2021-02-08,Flanders,55-64,F,A,183
2021-02-08,Flanders,55-64,F,B,574
2021-02-08,Flanders,55-64,M,A,70
2021-02-08,Flanders,55-64,M,B,230
2021-02-08,Flanders,65-74,F,A,19
2021-02-08,Flanders,65-74,F,B,290
2021-02-08,Flanders,65-74,M,A,20
2021-02-08,Flanders,65-74,M,B,274
2021-02-08,Flanders,75-84,F,A,38
2021-02-08,Flanders,75-84,F,B,663
2021-02-08,Flanders,75-84,M,A,23
2021-02-08,Flanders,75-84,M,B,325
2021-02-08,Flanders,85+,F,A,58
2021-02-08,Flanders,85+,F,B,1558
2021-02-08,Flanders,85+,M,A,18
2021-02-08,Flanders,85+,M,B,456
2021-02-08,,18-34,F,A,6
2021-02-08,,18-34,F,B,5
2021-02-08,,18-34,M,A,5
2021-02-08,,18-34,M,B,1
2021-02-08,,35-44,F,A,4
2021-02-08,,35-44,F,B,3
2021-02-08,,35-44,M,A,1
2021-02-08,,35-44,M,B,3
2021-02-08,,45-54,F,A,2
2021-02-08,,45-54,F,B,2
2021-02-08,,55-64,F,B,2
2021-02-08,,55-64,M,A,3
2021-02-08,,55-64,M,B,1
2021-02-08,Ostbelgien,18-34,F,B,2
2021-02-08,Ostbelgien,18-34,M,A,1
2021-02-08,Ostbelgien,18-34,M,B,2
2021-02-08,Ostbelgien,35-44,F,B,5
2021-02-08,Ostbelgien,45-54,F,B,9
2021-02-08,Ostbelgien,45-54,M,B,1
2021-02-08,Ostbelgien,55-64,F,B,1
2021-02-08,Ostbelgien,65-74,F,B,2
2021-02-08,Ostbelgien,65-74,M,B,3
2021-02-08,Ostbelgien,75-84,F,B,11
2021-02-08,Ostbelgien,75-84,M,B,5
2021-02-08,Ostbelgien,85+,F,B,13
2021-02-08,Ostbelgien,85+,M,B,4
2021-02-08,Wallonia,0-17,M,B,1
2021-02-08,Wallonia,18-34,F,A,133
2021-02-08,Wallonia,18-34,F,B,110
2021-02-08,Wallonia,18-34,M,A,67
2021-02-08,Wallonia,18-34,M,B,65
2021-02-08,Wallonia,35-44,F,A,128
2021-02-08,Wallonia,35-44,F,B,107
2021-02-08,Wallonia,35-44,M,A,34
2021-02-08,Wallonia,35-44,M,B,47
2021-02-08,Wallonia,45-54,F,A,151
2021-02-08,Wallonia,45-54,F,B,115
2021-02-08,Wallonia,45-54,M,A,53
2021-02-08,Wallonia,45-54,M,B,60
2021-02-08,Wallonia,55-64,F,A,154
2021-02-08,Wallonia,55-64,F,B,87
2021-02-08,Wallonia,55-64,M,A,63
2021-02-08,Wallonia,55-64,M,B,63
2021-02-08,Wallonia,65-74,F,A,14
2021-02-08,Wallonia,65-74,F,B,20
2021-02-08,Wallonia,65-74,M,A,9
2021-02-08,Wallonia,65-74,M,B,42
2021-02-08,Wallonia,75-84,F,A,4
2021-02-08,Wallonia,75-84,F,B,43
2021-02-08,Wallonia,75-84,M,A,6
2021-02-08,Wallonia,75-84,M,B,14
2021-02-08,Wallonia,85+,F,A,2
2021-02-08,Wallonia,85+,F,B,43
2021-02-08,Wallonia,85+,M,B,12
2021-02-09,Brussels,0-17,M,B,1
2021-02-09,Brussels,18-34,F,A,116
2021-02-09,Brussels,18-34,F,B,37
2021-02-09,Brussels,18-34,M,A,60
2021-02-09,Brussels,18-34,M,B,27
2021-02-09,Brussels,35-44,F,A,64
2021-02-09,Brussels,35-44,F,B,39
2021-02-09,Brussels,35-44,M,A,30
2021-02-09,Brussels,35-44,M,B,19
2021-02-09,Brussels,45-54,F,A,74
2021-02-09,Brussels,45-54,F,B,31
2021-02-09,Brussels,45-54,M,A,31
2021-02-09,Brussels,45-54,M,B,26
2021-02-09,Brussels,55-64,F,A,87
2021-02-09,Brussels,55-64,F,B,50
2021-02-09,Brussels,55-64,M,A,42
2021-02-09,Brussels,55-64,M,B,49
2021-02-09,Brussels,65-74,F,A,23
2021-02-09,Brussels,65-74,F,B,56
2021-02-09,Brussels,65-74,M,A,22
2021-02-09,Brussels,65-74,M,B,81
2021-02-09,Brussels,75-84,F,A,4
2021-02-09,Brussels,75-84,F,B,121
2021-02-09,Brussels,75-84,M,A,4
2021-02-09,Brussels,75-84,M,B,88
2021-02-09,Brussels,85+,F,A,10
2021-02-09,Brussels,85+,F,B,256
2021-02-09,Brussels,85+,M,A,7
2021-02-09,Brussels,85+,M,B,57
2021-02-09,Flanders,0-17,F,A,1
2021-02-09,Flanders,0-17,F,B,56
2021-02-09,Flanders,0-17,M,B,15
2021-02-09,Flanders,18-34,F,A,617
2021-02-09,Flanders,18-34,F,B,1196
2021-02-09,Flanders,18-34,M,A,161
2021-02-09,Flanders,18-34,M,B,407
2021-02-09,Flanders,35-44,F,A,442
2021-02-09,Flanders,35-44,F,B,871
2021-02-09,Flanders,35-44,M,A,101
2021-02-09,Flanders,35-44,M,B,252
2021-02-09,Flanders,45-54,F,A,565
2021-02-09,Flanders,45-54,F,B,1027
2021-02-09,Flanders,45-54,M,A,154
2021-02-09,Flanders,45-54,M,B,266
2021-02-09,Flanders,55-64,F,A,665
2021-02-09,Flanders,55-64,F,B,1070
2021-02-09,Flanders,55-64,M,A,199
2021-02-09,Flanders,55-64,M,B,403
2021-02-09,Flanders,65-74,F,A,30
2021-02-09,Flanders,65-74,F,B,368
2021-02-09,Flanders,65-74,M,A,51
2021-02-09,Flanders,65-74,M,B,326
2021-02-09,Flanders,75-84,F,A,17
2021-02-09,Flanders,75-84,F,B,889
2021-02-09,Flanders,75-84,M,A,11
2021-02-09,Flanders,75-84,M,B,406
2021-02-09,Flanders,85+,F,A,32
2021-02-09,Flanders,85+,F,B,2138
2021-02-09,Flanders,85+,M,A,14
2021-02-09,Flanders,85+,M,B,618
2021-02-09,,18-34,F,A,11
2021-02-09,,18-34,F,B,23
2021-02-09,,18-34,M,A,4
2021-02-09,,18-34,M,B,3
2021-02-09,,35-44,F,A,6
2021-02-09,,35-44,F,B,33
2021-02-09,,35-44,M,A,2
2021-02-09,,35-44,M,B,8
2021-02-09,,45-54,F,A,6
2021-02-09,,45-54,F,B,20
2021-02-09,,45-54,M,A,2
2021-02-09,,45-54,M,B,5
2021-02-09,,55-64,F,A,5
2021-02-09,,55-64,F,B,4
2021-02-09,,55-64,M,A,1
2021-02-09,,65-74,F,B,4
2021-02-09,,65-74,M,A,3
2021-02-09,,65-74,M,B,3
2021-02-09,,75-84,F,A,6
2021-02-09,,75-84,F,B,3
2021-02-09,,75-84,M,A,2
2021-02-09,,75-84,M,B,4
2021-02-09,,85+,F,A,8
2021-02-09,,85+,F,B,12
2021-02-09,,85+,M,A,1
2021-02-09,,85+,M,B,1
2021-02-09,Ostbelgien,18-34,F,A,2
2021-02-09,Ostbelgien,18-34,F,B,3
2021-02-09,Ostbelgien,18-34,M,B,3
2021-02-09,Ostbelgien,35-44,F,A,3
2021-02-09,Ostbelgien,35-44,F,B,3
2021-02-09,Ostbelgien,35-44,M,B,1
2021-02-09,Ostbelgien,45-54,F,A,1
2021-02-09,Ostbelgien,45-54,F,B,5
2021-02-09,Ostbelgien,45-54,M,A,1
2021-02-09,Ostbelgien,45-54,M,B,3
2021-02-09,Ostbelgien,55-64,F,A,1
2021-02-09,Ostbelgien,55-64,F,B,6
2021-02-09,Ostbelgien,55-64,M,B,1
2021-02-09,Ostbelgien,65-74,F,B,1
2021-02-09,Ostbelgien,65-74,M,A,1
2021-02-09,Ostbelgien,65-74,M,B,1
2021-02-09,Ostbelgien,75-84,F,B,10
2021-02-09,Ostbelgien,75-84,M,B,2
2021-02-09,Ostbelgien,85+,F,B,31
2021-02-09,Ostbelgien,85+,M,B,5
2021-02-09,Wallonia,0-17,F,A,3
2021-02-09,Wallonia,0-17,F,B,6
2021-02-09,Wallonia,0-17,M,B,3
2021-02-09,Wallonia,18-34,F,A,642
2021-02-09,Wallonia,18-34,F,B,679
2021-02-09,Wallonia,18-34,M,A,212
2021-02-09,Wallonia,18-34,M,B,247
2021-02-09,Wallonia,35-44,F,A,628
2021-02-09,Wallonia,35-44,F,B,635
2021-02-09,Wallonia,35-44,M,A,193
2021-02-09,Wallonia,35-44,M,B,170
2021-02-09,Wallonia,45-54,F,A,705
2021-02-09,Wallonia,45-54,F,B,674
2021-02-09,Wallonia,45-54,M,A,246
2021-02-09,Wallonia,45-54,M,B,255
2021-02-09,Wallonia,55-64,F,A,610
2021-02-09,Wallonia,55-64,F,B,569
2021-02-09,Wallonia,55-64,M,A,250
2021-02-09,Wallonia,55-64,M,B,367
2021-02-09,Wallonia,65-74,F,A,98
2021-02-09,Wallonia,65-74,F,B,422
2021-02-09,Wallonia,65-74,M,A,87
2021-02-09,Wallonia,65-74,M,B,381
2021-02-09,Wallonia,75-84,F,A,73
2021-02-09,Wallonia,75-84,F,B,783
2021-02-09,Wallonia,75-84,M,A,49
2021-02-09,Wallonia,75-84,M,B,334
2021-02-09,Wallonia,85+,F,A,95
2021-02-09,Wallonia,85+,F,B,1674
2021-02-09,Wallonia,85+,M,A,34
2021-02-09,Wallonia,85+,M,B,364
2021-02-10,Brussels,18-34,F,A,82
2021-02-10,Brussels,18-34,F,B,45
2021-02-10,Brussels,18-34,M,A,44
2021-02-10,Brussels,18-34,M,B,39
2021-02-10,Brussels,35-44,F,A,47
2021-02-10,Brussels,35-44,F,B,41
2021-02-10,Brussels,35-44,M,A,28
2021-02-10,Brussels,35-44,M,B,20
2021-02-10,Brussels,45-54,F,A,47
2021-02-10,Brussels,45-54,F,B,29
2021-02-10,Brussels,45-54,M,A,36
2021-02-10,Brussels,45-54,M,B,31
2021-02-10,Brussels,55-64,F,A,80
2021-02-10,Brussels,55-64,F,B,44
2021-02-10,Brussels,55-64,M,A,49
2021-02-10,Brussels,55-64,M,B,32
2021-02-10,Brussels,65-74,F,A,21
2021-02-10,Brussels,65-74,F,B,56
2021-02-10,Brussels,65-74,M,A,34
2021-02-10,Brussels,65-74,M,B,46
2021-02-10,Brussels,75-84,F,A,4
2021-02-10,Brussels,75-84,F,B,88
2021-02-10,Brussels,75-84,M,A,3
2021-02-10,Brussels,75-84,M,B,45
2021-02-10,Brussels,85+,F,A,7
2021-02-10,Brussels,85+,F,B,231
2021-02-10,Brussels,85+,M,A,2
2021-02-10,Brussels,85+,M,B,43
2021-02-10,Flanders,0-17,F,A,6
2021-02-10,Flanders,0-17,F,B,63
2021-02-10,Flanders,0-17,M,A,1
2021-02-10,Flanders,0-17,M,B,11
2021-02-10,Flanders,18-34,F,A,312
2021-02-10,Flanders,18-34,F,B,1624
2021-02-10,Flanders,18-34,M,A,79
2021-02-10,Flanders,18-34,M,B,487
2021-02-10,Flanders,35-44,F,A,235
2021-02-10,Flanders,35-44,F,B,1104
2021-02-10,Flanders,35-44,M,A,45
2021-02-10,Flanders,35-44,M,B,270
2021-02-10,Flanders,45-54,F,A,309
2021-02-10,Flanders,45-54,F,B,1337
2021-02-10,Flanders,45-54,M,A,67
2021-02-10,Flanders,45-54,M,B,356
2021-02-10,Flanders,55-64,F,A,485
2021-02-10,Flanders,55-64,F,B,1411
2021-02-10,Flanders,55-64,M,A,145
2021-02-10,Flanders,55-64,M,B,474
2021-02-10,Flanders,65-74,F,A,29
2021-02-10,Flanders,65-74,F,B,499
2021-02-10,Flanders,65-74,M,A,43
2021-02-10,Flanders,65-74,M,B,403
2021-02-10,Flanders,75-84,F,A,48
2021-02-10,Flanders,75-84,F,B,1033
2021-02-10,Flanders,75-84,M,A,26
2021-02-10,Flanders,75-84,M,B,462
2021-02-10,Flanders,85+,F,A,156
2021-02-10,Flanders,85+,F,B,2012
2021-02-10,Flanders,85+,M,A,37
2021-02-10,Flanders,85+,M,B,560
2021-02-10,,18-34,F,A,20
2021-02-10,,18-34,F,B,26
2021-02-10,,18-34,M,A,2
2021-02-10,,18-34,M,B,5
2021-02-10,,35-44,F,A,10
2021-02-10,,35-44,F,B,15
2021-02-10,,35-44,M,A,6
2021-02-10,,35-44,M,B,5
2021-02-10,,45-54,F,A,12
2021-02-10,,45-54,F,B,7
2021-02-10,,45-54,M,A,3
2021-02-10,,45-54,M,B,2
2021-02-10,,55-64,F,A,3
2021-02-10,,55-64,F,B,5
2021-02-10,,55-64,M,A,3
2021-02-10,,55-64,M,B,3
2021-02-10,,65-74,F,A,4
2021-02-10,,65-74,F,B,1
2021-02-10,,65-74,M,A,6
2021-02-10,,65-74,M,B,2
2021-02-10,,75-84,F,A,1
2021-02-10,,75-84,M,A,2
2021-02-10,,75-84,M,B,2
2021-02-10,,85+,F,A,7
2021-02-10,,85+,M,A,1
2021-02-10,Ostbelgien,18-34,F,A,13
2021-02-10,Ostbelgien,18-34,F,B,6
2021-02-10,Ostbelgien,18-34,M,A,3
2021-02-10,Ostbelgien,35-44,F,A,19
2021-02-10,Ostbelgien,35-44,F,B,1
2021-02-10,Ostbelgien,35-44,M,A,5
2021-02-10,Ostbelgien,45-54,F,A,26
2021-02-10,Ostbelgien,45-54,F,B,2
2021-02-10,Ostbelgien,45-54,M,A,5
